24.839,0,0.118
24.939,0.1,0.108
25.039,0.2,0.108
25.14,0.301,0.108
25.239,0.4,0.118
25.34,0.501,0.139
25.44,0.601,0.169
25.539,0.7,0.241
25.64,0.801,0.384
25.74,0.901,0.568
25.839,1,0.793
25.94,1.101,0.057
26.04,1.201,0.057
26.139,1.3,0.047
26.239,1.4,0.057
