4,866;0;0,926
4,966;0,1;1,008
5,068;0,202;1,069
5,166;0,3;1,12
5,266;0,4;1,161
5,366;0,5;1,202
5,466;0,6;1,223
5,567;0,701;1,243
5,666;0,8;1,263
5,766;0,9;1,263
5,866;1;1,284
5,966;1,1;1,284
6,066;1,2;1,274
6,166;1,3;1,263
6,266;1,4;1,263
6,366;1,5;1,274
6,467;1,601;1,263
6,567;1,701;1,263
6,667;1,801;1,274
6,766;1,9;1,274
6,866;2;1,274
6,967;2,101;1,274
7,066;2,2;1,274
7,166;2,3;1,274
7,267;2,401;1,263
7,366;2,5;1,253
7,466;2,6;1,253
7,566;2,7;1,253
7,667;2,801;1,192
7,767;2,901;1,069
7,866;3;0,916
7,966;3,1;0,783
8,067;3,201;0,65
8,166;3,3;0,558
8,266;3,4;0,476
8,366;3,5;0,394
8,466;3,6;0,333
8,566;3,7;0,282
8,666;3,8;0,231
8,766;3,9;0,19
8,866;4;0,169
8,966;4,1;0,108
9,067;4,201;0,098
9,167;4,301;0,087
9,266;4,4;0,057
9,366;4,5;0,047
9,466;4,6;0,036
9,566;4,7;0,036
9,666;4,8;0,026
9,767;4,901;0,016
9,866;5;0,016
9,966;5,1;0,016
10,066;5,2;0,006
10,166;5,3;0,006
10,266;5,4;0,006
10,366;5,5;0,006
