29,623;0;0,987
29,723;0,1;0,987
29,823;0,2;0,977
29,923;0,3;0,987
30,023;0,4;0,967
30,123;0,5;0,987
30,223;0,6;0,987
30,323;0,7;0,987
30,424;0,801;0,998
30,524;0,901;0,977
30,624;1,001;0,987
30,724;1,101;0,987
30,824;1,201;0,977
30,924;1,301;0,977
31,024;1,401;0,987
31,123;1,5;0,977
31,223;1,6;0,967
31,324;1,701;0,957
31,424;1,801;0,977
31,524;1,901;0,967
31,623;2;0,977
31,723;2,1;0,977
31,823;2,2;0,977
31,923;2,3;0,977
32,023;2,4;0,987
32,123;2,5;0,987
32,223;2,6;1,008
32,324;2,701;1,039
32,423;2,8;1,131
32,523;2,9;1,243
32,624;3,001;1,448
32,723;3,1;1,683
32,823;3,2;1,918
32,924;3,301;2,163
33,023;3,4;2,378
33,123;3,5;2,603
33,223;3,6;2,808
33,324;3,701;3,329
33,423;3,8;3,401
33,523;3,9;3,442
33,623;4;3,452
33,724;4,101;3,452
33,824;4,201;3,462
33,923;4,3;0,312
34,023;4,4;0,231
34,124;4,501;0,19
34,223;4,6;0,169
34,324;4,701;0,149
34,423;4,8;0,149
34,523;4,9;0,139
34,623;5;0,128
34,724;5,101;0,128
34,823;5,2;0,149
34,923;5,3;0,128
35,023;5,4;0,128
35,124;5,501;0,128
35,223;5,6;0,108
35,324;5,701;0,098
35,423;5,8;0,087
35,523;5,9;0,057
35,623;6;0,047
35,723;6,1;0,036
35,823;6,2;0,026
35,923;6,3;0,026
36,024;6,401;0,016
36,123;6,5;0,016
36,223;6,6;0,016
36,323;6,7;0,016
36,423;6,8;-0,005
36,523;6,9;-0,005
