"20.237","0","0.098"
"20.338","0.101","0.108"
"20.437","0.2","0.098"
"20.537","0.3","0.108"
"20.637","0.4","0.108"
"20.737","0.5","0.118"
"20.837","0.6","0.149"
"20.938","0.701","0.22"
"21.037","0.8","0.364"
"21.137","0.9","0.629"
"21.238","1.001","0.957"
"21.337","1.1","0.128"
"21.437","1.2","0.026"
"21.538","1.301","0.016"
"21.638","1.401","0.016"
