"16.278","0","0.098"
"16.378","0.1","0.098"
"16.479","0.201","0.098"
"16.578","0.3","0.108"
"16.678","0.4","0.108"
"16.778","0.5","0.128"
"16.879","0.601","0.159"
"16.978","0.7","0.231"
"17.078","0.8","0.394"
"17.178","0.9","0.629"
"17.278","1","0.906"
"17.378","1.1","1.192"
"17.478","1.2","1.335"
"17.578","1.3","1.407"
"17.678","1.4","1.448"
