"40.92","0","0.282"
"41.02","0.1","0.292"
"41.121","0.201","0.302"
"41.22","0.3","0.312"
"41.32","0.4","0.323"
"41.421","0.501","0.343"
"41.52","0.6","0.394"
"41.62","0.7","0.517"
"41.72","0.8","0.629"
"41.821","0.901","0.895"
"41.92","1","0.036"
"42.02","1.1","0.026"
"42.12","1.2","0.036"
"42.221","1.301","0.026"
"42.32","1.4","0.026"
