"30.951","0","0.098"
"31.051","0.099999999999998","0.098"
"31.151","0.2","0.098"
"31.252","0.301","0.108"
"31.352","0.401","0.108"
"31.451","0.5","0.128"
"31.551","0.6","0.149"
"31.651","0.7","0.22"
"31.751","0.8","0.374"
"31.851","0.9","0.609"
"31.951","1","0.885"
"32.051","1.1","1.161"
"32.152","1.201","1.366"
"32.251","1.3","1.499"
"32.352","1.401","1.601"
