38.252,0,0.098
38.351,0.099,0.087
38.451,0.199,0.087
38.551,0.299,0.087
38.651,0.399,0.108
38.752,0.5,0.108
38.851,0.599,0.139
38.951,0.699,0.21
39.052,0.8,0.374
39.151,0.899,0.599
39.251,0.999,0.844
39.351,1.099,1.049
39.452,1.2,1.11
39.551,1.299,1.161
39.651,1.399,1.192
